id,search_keyword,text,followers_count,followings_count,listed_count,statuses_count,user_effect,retweet_count,tweet_length,time_span,registration_age,registration_age_days,hashtags_count,r_score,target
1.63E+18,غنی سازی 84 درصد,"بورل : به وزیر امور خارجه جمهوری اسلامی گفتم حقوق بشر را نقض نکنید
جمهوری اسلامی : غنی سازی اورانیوم ٨۴ درصد
#مهسا_امینی
#تحریم_بازار",6068,389,14,21836,15.599,21,133,283,0,288,2,0.94,1
1.63E+18,غنی سازی 84 درصد,غنی سازی ۸۴ درصد یعنی تا ۹۰ و ۹۵ درصد برای بمب اتم 👌🏻 اینقدر فاصله داری.,8242,1124,18,237566,7.333,0,72,2466,6,2470,0,0.88,1
1.63E+18,غنی سازی 84 درصد,"اورانیوم ۸۴ درصد غنی سازی شده در ایران
غرب: https://t.co/7JZiXxQSM7",914,1243,0,11988,0.735,0,67,520,1,525,0,0.424,1
1.63E+18,غنی سازی 84 درصد,"ای کاش یکی با استدلال بیاد توضیح بده اینکه خبر اومده غنی سازی اورانیوم جمهوری اسلامی تا 84 درصد رسیده به نفع انقلاب ما هستش یا به ضرر انقلاب
چون فکر میکنم جامعه جهانی اگه بخواد از
 در مماشات وارد بشه به نفع ما نخواهد بود!
لطفا نظرات خودتون رو بنویسید
#IRGCterrorists
#مهسا_امینی",11420,1777,14,8832,6.427,226,278,511,1,515,2,0.865,1
1.63E+18,غنی سازی 84 درصد,"سخنگوی سازمان انرژی اتمی: تاکنون اقدام به غنی سازی بالای ۶۰ درصد نکرده‌ایم
سخنگوی سازمان انرژی اتمی در واکنش به خبر پیدا شدن اورانیوم با غنای ۸۴ درصد، با بیان اینکه وجود ذره یا ذرات بالاتر از ۶۰ درصد در فرآیند غنی‌سازی به معنی تولید با غنای بالای ۶۰ درصد نیست، گفت: تاکنون مب…",2393,3,21,32745,797.667,0,276,2018,5,2022,0,0.999,0
1.63E+18,غنی سازی 84 درصد,"خبر مهم: بلومبرگ به نقل از منابع امنیتی گزارش می دهد که بازرسان آژانس انرژی اتمی دریافتند که در بین دوره هایی که ایران دوربین های مداربسته نظارتی را خاموش کرده، اورانیوم را تا سطح ٨۴ درصد (مرز غنی سازی نظامی) غنی کرده است. ۱/۳ https://t.co/pyPTiO0IW3",5911,1356,25,19483,4.359,23,250,1504,4,1508,0,0.813,1
1.63E+18,غنی سازی 84 درصد,غنی سازی تا ۸۴ درصد یعنی الان دارند کلاهک رو روی موشک نصب میکنند. اولیش هم میخوره تو اسرائیل! https://t.co/ymy66WrFj3,178,317,0,56167,0.562,0,117,1298,3,1303,0,0.36,1
1.63E+18,غنی سازی 84 درصد,"واکنش غرب به غنی سازی ۸۴ درصد  جز حمله نظامی باشه ، اونوقت باید به همه چی شک کرد . حتی آمار جمعیت کره زمین . یا حمله روسیه به اوکراین . جنگ ایران و عراق و ...",4,80,0,261,0.05,0,158,7,0,11,0,0.048,1
1.63E+18,غنی سازی 84 درصد,غنی سازی ۸۴ درصدی و فقط ۶ درصد تا مقصد.,8737,1465,24,16185,5.964,4,39,2396,6,2401,0,0.856,1
1.63E+18,غنی سازی 84 درصد,"غنی سازی ۸۴ درصدی مبارک. 
قشنگ درصدشو حس میکنید با پوست و گوشتتون؟ 
خوب نون تو سفره‌هاتون اومده از این درصد صلح آمیزی؟ 
خوب برق خونه‌تونو تامین میکنه این انرژی اتمی؟
مشکل انرژی اتمی نیس مشکل ماهیت تروریستی رژیمه عزیز من.
#IRGCterrorists",63,76,0,6150,0.829,1,236,2102,5,2107,1,0.453,1
1.63E+18,غنی سازی 84 درصد,"ادعای بلومبرگ درباره غنی سازی ۸۴ درصدی در ایران
خبرگزاری بلومبرگ به نقل از دو دیپلمات بلند پایه مدعی شد بازرسان آژانس بین‌المللی انرژی اتمی در ایران هفته گذشته اورانیوم ۸۴ درصد غنی‌شده را شناسایی کرده‌اند. https://t.co/0RPzX21Fhq",2920,3376,0,15203,0.865,0,229,2188,6,2192,0,0.464,1
1.63E+18,غنی سازی 84 درصد,"بلومبرگ به نقل از بازرسان ⁧#آژانس⁩ بین‌المللی انرژی اتمی مدعی کشف اورانیوم با خلوص 84 درصد در ⁧#ایران⁩ شد
این در حالیست که جمهوری اسلامی میزان غنی سازی را تا ۶۰ درصد به صورت رسمی اعلام کرده بود
 https://t.co/LGRoKXkv6Y",2238,876,14,2731,2.555,4,218,3509,9,3514,2,0.719,0
1.63E+18,غنی سازی 84 درصد,"به گزارش بلومبرگ: بازرسان آژانس انرژی اتمی دریافتند که در بین دوره هایی که ایران دوربین های مداربسته را خاموش کرده است، اورانیوم را تا سطح ۸۴ درصد (در مرز غنی سازی نظامی) غنی کرده است. 

آژانس انرژی اتمی اعلام کرده مشخص نیست، چقدر و چرا؟! (الاغ چرا داره آخه؟! دارن بمب اتم درست… https://t.co/jWzXpkaBbN https://t.co/C55l5S9j6e",6400,875,39,31117,7.314,9,326,4852,13,4856,0,0.88,1
1.63E+18,غنی سازی 84 درصد,غنی سازی رسید به ۸۴ درصد https://t.co/qziMSToX2R,1012,302,48,28257,3.351,0,48,4975,13,4980,0,0.77,1
1.63E+18,غنی سازی 84 درصد,"اگر ادعای #بلومبرگ درست باشه و ایران #غنی_سازی رو تا ۸۴ درصد افزایش داده باشه، یک اشتباه استراتژیک دیگه مرتکب شده. در شرایط #توقف_مذاکرات ، #بحران با #آژانس و شکل گیری #اجماع_بزرگ بین المللی علیه جمهوری اسلامی، این اقدام #تبعات بسیار سنگینی برای ایران بهمراه میاره.",1404,818,1,426,1.716,4,265,3790,10,3794,7,0.632,0
1.63E+18,غنی سازی 84 درصد,طبق گفته بلومبرگ غنی سازی 84 درصدی در ایران کشف شد و فقط 6 درصد تا غنی سازی 90 درصدی و رسیدن به بمب اتمی باقیمانده,1873,311,6,928,6.023,3,114,79,0,83,0,0.858,1
1.63E+18,غنی سازی 84 درصد,غنی سازی ۸۴ درصد؟ راستی تورم توی کره‌ی شمالی چند درصده؟,736,888,3,39391,0.829,0,55,3235,8,3239,0,0.453,1
1.63E+18,غنی سازی 84 درصد,"بلومبرگ گزارش می دهد که بازرسان آژانس انرژی اتمی دریافتند که در بین دوره هایی که ایران دوربین های مداربسته را خاموش می کند، اورانیوم را تا سطح 84 درصد - در مرز غنی سازی نظامی - غنی کرده است. آژانس مشخص نیست، چقدر و چرا. https://t.co/TqOEKuizI0",258,523,2,13975,0.493,0,243,575,1,579,0,0.33,1
1.63E+18,غنی سازی 84 درصد,"ادعای #بلومبرگ درباره #غنی_سازی ۸۴ درصدی در #ایران‌

خبرگزاری بلومبرگ به نقل از دو دیپلمات بلند پایه مدعی شد بازرسان آژانس بین‌المللی انرژی اتمی در ایران هفته گذشته اورانیوم ۸۴ درصد غنی‌شده را شناسایی کرده‌اند.",59869,985,367,59894,60.781,0,210,3429,9,3433,3,0.984,0
1.63E+18,غنی سازی 84 درصد,"از #زمستان_سخت تا افزایش درصد غنی سازی اورنیوم در ایران
دقایقی پیش خبرگزاری بلومبرگ از کشف اورانیوم با غنای ۸۴ درصد در #ایران خبر داد!
در عین حال بورل احیای برجام را به «توقف مشارکت جمهوری اسلامی در جنگ روسیه علیه اوکراین» و «همکاری با آژانس بین‌المللی انرژی اتمی» مشروط کرد.",5765,3432,67,26048,1.68,2,275,3480,9,3485,2,0.627,1
1.63E+18,غنی سازی 84 درصد,"گزارش های بین المللی از تایید سطح غنی سازی اورانیوم تا ۸۴ درصد، یادآور شرایط سیاسی چند روز قبل از حمله به صدام.
#مهسا_امینی
#MahsaAmini
#IranRevolution
#IRGCterrorists
 https://t.co/kmtFIe75jm",20,321,0,502,0.062,0,192,2520,6,2524,4,0.059,1
1.63E+18,غنی سازی,"رئیس کمیته هسته‌ای مجلس:

🔹 آژانس اعضای سرویس‌های جاسوسی را برای بازرسی می‌فرستد 

🔹 غنی سازی بالای ۶۰ درصد نیاز نداریم 

🔹 اگر ذرات غنی شده بالای ۶۰ درصد هم پیدا شده باشد، کار غیرقانونی انجام نشده‌‌
‌
https://t.co/3K6E6uIqQ4 https://t.co/08DhUYUslv",43036,0,313,144079,0,3,249,3135,8,3135,0,0,0
1.63E+18,غنی سازی,"شبکه ۱۲ رژیم صهیونیستی:
تصمیم گرفته شده که آمادگی در همه بخش‌ها برای اقدام علیه تأسیسات هسته‌ای ایران شدیداً افزایش یابد
اگر ایرانی‌ها به غنی سازی ۹۰٪ برسند به تاسیسات هسته‌ای ایران حمله شود.

پ.ن:ما بیصبرانه منتظریم تا این غلط رو بکنید ، دِ لعنتی ها خب حمله کنید دیگه 🗡️🗡️🗡️",6194,6096,1,23393,1.016,1,275,1215,3,1215,0,0.504,1
1.63E+18,غنی سازی,"شبکه 12 اسرائیل:

تصمیم گرفته شده که آمادگی برای اقدام علیه تأسیسات هسته‌ای ایران شدیداً افزایش یابد/اگر ایران به غنی سازی ۹۰٪ برسد وکاری نکنیم، عملا ایران دارای توانمندی ساخت بمب اتم خواهد بود/ایران شکاف سیاسی در جامعه اسرائیل را به‌ عنوان فرصتی برای انجام اقداماتی تحلیل میکند https://t.co/WhMaE2T6Pe",38871,136,130,1952,285.816,11,302,1344,3,1344,0,0.997,1
1.63E+18,غنی سازی,"سخنگوی سازمان انرژی اتمی کشورمان: ما هنوز این احساس را نداریم که غنی سازی را بیشتر انجام دهیم/ اگر بخواهیم اورانیوم را بیشتر غنی‌سازی کنیم به آسانی آن را اعلام می‌کنیم.
https://t.co/DNofddD1io",38805,3,344,42083,12935,0,192,1997,5,1998,0,1,0
1.63E+18,غنی سازی,"کمالوندی: زیرساخت‌های غنی سازی را تغییر نداده‌ایم/ به همه سؤالات آژانس پاسخ داده‌ایم

https://t.co/vJronXixCN https://t.co/ep4fPbDmRa",73148,11,411,141733,6649.818,0,133,3110,8,3110,0,1,0
1.63E+18,غنی سازی,"کمالوندی: زیرساخت‌های غنی سازی را تغییر نداده‌ایم/ به همه سؤالات آژانس پاسخ داده‌ایم

🔹 سخنگوی سازمان انرژی اتمی با بیان اینکه به تمامی سؤالات آژانس پاسخ داده‌ایم و هیچ مسئله‌ای وجود ندارد که ما پاسخ آن را نداده باشیم، تصریح کرد: ما زیرساخت‌های غنی سازی را تغییر نداده‌ایم.",4919,4199,18,15275,1.171,0,273,2359,6,2360,0,0.539,0
1.63E+18,غنی سازی,"سخنگوی سازمان انرژی اتمی: 

🔹آژانس نمى‌تواند هر روز راستى‌آزمایى کند 

🔹 بر اساس معاهده ان پی تی ایران حق دارد که غنی سازی را با هر درصدی که بخواهد انجام دهد

https://t.co/aoV3wiUw6E https://t.co/br67dHXR2I",43036,0,313,144079,0,1,206,3135,8,3135,0,0,1
1.63E+18,غنی سازی,سخنگوی سازمان انرژی اتمی: آژانس نمى‌تواند هر روز راستى‌آزمایى کند / بر اساس معاهده ان پی تی ایران حق دارد که غنی سازی را با هر درصدی که بخواهد انجام دهد,65,69,0,514,0.942,0,152,3744,10,3745,0,0.485,1
1.63E+18,غنی سازی,"سخنگوی سازمان انرژی اتمی در مصاحبه با @PressTV: 
ما به آژانس پاسخ دادیم و اعلام کردیم که زیرساخت‌های غنی سازی را تغییر نداده‌ایم

هنوز این احساس را نداریم که غنی سازی را بیشتر کنیم

اگر بخواهیم غنی‌سازی را بیشتر کنیم به آسانی آن را اعلام می‌کنیم

https://t.co/T2utLiF23K",240690,9,923,90015,26743.333,0,270,2791,7,2791,0,1,0
1.63E+18,غنی سازی,"حمله امشب اسراییل به مرکز دپو سانتریفوژ‌های IR6 که جهت غنی سازی بالا استفاده میشود. 
 حمله امشب ٤ اسفند ماه به پایگاه هسته ای رژیم در روستایی کندر موفقیت آمیز بوده
 و این مرکز منهدم شده است.کندر روستایی در ۲۴ کیلومتری شهر کرج است. خبر تایید.
@SamanthaIrani 
#مهسا_امینی https://t.co/rLGIgKn7aw",453,400,5,36797,1.132,11,293,2228,6,2229,1,0.531,1
1.63E+18,غنی سازی,"رمز پیروزی موضع قاطع در برابر فاشیسم دینی حاکم بر ایران است که نیرو و مهمات و پهیاد به روسیه ارسال میکند تا در غنی سازی اورانیوم تامین شود . معامله با شیطان بازی با آتش است
#ایران #اوکراین #Ukraine https://t.co/wWUnWmO6b9",336,459,4,23651,0.732,0,221,2587,7,2587,3,0.423,1
1.63E+18,غنی سازی,"انگار غنی سازی 84 درصدی نظام، باعث شده اسرائیل یه تکونی به خودش بده https://t.co/XhjQcFi6DU",4227,844,13,38879,5.008,2,91,1176,3,1176,0,0.834,1
1.63E+18,غنی سازی,"چرا رژیم دست به غنی سازی اورانیوم با خلوص ۸۴درصد می زند؟
همراه با همایون سیم لقایی
#IranRevolution
#مهسا_امینی https://t.co/sov3pFPiUI",8321,4205,29,57750,1.979,19,134,1880,5,1880,2,0.664,1
1.63E+18,غنی سازی,با ۱۸ برابر کردن غنی سازی بالاتر از توافق برجام مکانیسم ماشه ممکن است فعال شود,13,28,0,955,0.464,0,78,1331,3,1331,0,0.317,1
1.63E+18,غنی سازی,"نور نیوز، رسانه نزدیک به شورای عالی امینت ج.ا به نقل از مقامات ج.ا می‌نویسد که حضرات پذیرفته اند که اورانیوم ۸۴ ٪ رو غنی سازی کردند. چیزی تا به امروز انکار می‌کردند رو گردن گرفتند.
#مهسا_امینی

https://t.co/IaCfwz0VoX",278,523,0,15958,0.532,2,217,1909,5,1910,1,0.347,1
1.63E+18,غنی سازی,"دام روس ها همیشه پهن است
نماینده روسیه در سازمان‌های بین‌المللی: 
به بیان دقیق، غنی‌سازی ۸۴ درصدی موضوعی نگران کننده است اما طبق ترتیبات فعلی ممنوع نیست.
اوج شیطنت روس‌ها در همین چند کلمه هم بر آگاهان پوشیده نیست. زیرا در حالی که ایران رسما غنی سازی در این حد را تکذیب کرده",886,460,14,14690,1.926,1,273,666,1,667,0,0.658,1
1.63E+18,غنی سازی,دقت کردین سرعت رشد قیمت ارز با مجذور درصد غنی سازی نسبت مستقیم داره؟ البته یک ضریب ثابت k هم تو فرمول هست که به ثابت خریت آخوند معروفه و آخوندشناسان هنوز نتونستن مقدار دقیقشو محاسبه کنن,2967,2130,4,39825,1.393,0,185,1050,2,1051,0,0.582,1
1.63E+18,غنی سازی,"#فوری
نورنیوز رسانه شورای امنیت ملی به غنی سازی ۸۴درصدی اعتراف کرد",291,123,3,50739,2.366,0,66,817,2,818,1,0.703,1
1.63E+18,غنی سازی,"تقریبا تنها پاسخ ما در برابر تحریم های آمریکا، غنی سازی و دادن شاهد به روسیه است! یعنی در همون سیاست خارجی هم منافع غرب در منطقه رو به خطر نمی‌اندازیم. جنگ یمن هم که مالیده شد!

حالا عده‌ای ""خر""، در 4تا عندیشکده دوزاری نشستن و میگن ""فرصت را با دادن پهپاد به روسیه، سوزاندیم""! https://t.co/PQ2lt7bc6B",424,621,4,13825,0.683,0,299,1144,3,1145,0,0.406,1
1.63E+18,غنی سازی,"واکنش وزیر خارجه #اسرائیل در مورد خبر بلومبرگ مبنی بر غنی سازی ۸۴ درصدی رژیم: هرگز ، هرگز اجازه نخواهیم داد ملایان حاکم بر ایران به بمب برسند.پ ن؛ من قویا معتقدم در حال تماشای یک نمایش هستیم برای کشاندن #خامنه‌ای از موضع پایین به میز مذاکرات.بایست دید!
#برجام https://t.co/B7Q5SyJ742",429,608,1,15879,0.706,0,283,364,0,365,3,0.414,1
1.63E+18,غنی سازی,شاهد عادی سازی غنی شده هستید : https://t.co/Z1ZDnvi8Fk,62,78,0,1019,0.795,0,54,2105,5,2107,0,0.443,1
1.63E+18,غنی سازی,"اسلامی:
🔹بازرسان آژانس از دیروز درحال بازدید هستند

🔹 ابهامات در خصوص میزان غنی سازی، در حال برطرف شدن است
https://t.co/4ttCi2hNr1 https://t.co/52TLBVV7Fr",43036,0,313,144079,0,1,154,3133,8,3135,0,0,0
1.63E+18,غنی سازی,"حکومتی که خروجی یک آبشار رو به ورودی یه آبشار دیگه وصل کرده ، حکومتی که تا 84 دردصد غنی سازی کرده کشف شده ، حکومتی که اسناد ساخت بمبش از کشور خارج شده و همه دیدن قمار نکرده ولی چون گروسی گزارش میده قمار کرده
نمردیم و مفهوم قمار رو هم فهمیدیم از زبان شما https://t.co/wfDdqFvPoO",104,1120,1,2394,0.093,0,277,635,1,637,0,0.085,1
1.63E+18,غنی سازی,"+از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته ایران تکذیب کرد 😜 https://t.co/auaNGGIEhz",1059,1221,0,6889,0.867,0,117,364,1,366,0,0.464,1
1.63E+18,غنی سازی,"مقامات اسرائیلی بیخود کرده اند 
غنی سازی اورانیوم ۸۴درصد رو مد نظر بگیرن سر راه که میان حمله کنن! https://t.co/7YqLJTXV8h",10532,8524,5,22225,1.236,0,121,948,2,951,0,0.553,0
1.63E+18,غنی سازی,"🚨 الی کوهن وزیر خارجه اسرائیل:
""اسرائیل معتقد است مکانیزم ماشه که در توافق برجام پیش بینی شده، بدلیل غنی سازی 84%، تا قبل از مجمع عمومی سازمان ملل فعال و تمام تحریم‌ها بر علیه ایران باز می‌گردد!""

👈 خوش‌بحال کاسبان تحریم؛ بیچاره مردم بینوا!!
😐🤕
#مهسا_امینی
#IRGCterrorists https://t.co/WbSMFMP9tC",1341,3355,9,9726,0.4,8,296,2980,8,2982,2,0.286,1
1.63E+18,غنی سازی,"رژیم ولایت فقیه با سواستفاده از شرایط جهانی به خاطر اشغال شدن اوکراین توسط روسیه،رو به غنی سازی بالای ۸۰ درصد آورده است.به شدت از نخبگان میخواهم هدف اصلی آخوندهای ولایت فقیه که همانا ساختن بمب اتم هست را آشکار سازند.نباید کشور ما به خاطر مساله بین فلسطین و اسراییل ضرر کند.",8,72,0,102,0.111,0,273,781,2,784,0,0.1,1
1.63E+18,غنی سازی,گالانت وزیر دفاع #اسرائیل: غنی سازی اورانیوم ایران به خط قرمز نزدیک شده است. اسرائیل اجازه نخواهد داد حکومت ایران به سلاح هسته ای دست یابد. https://t.co/nlhVYliV88,4631,4970,13,79822,0.932,3,163,2129,5,2131,1,0.482,1
1.63E+18,غنی سازی,"گالانت وزیر دفاع #اسرائیل:
"" غنی سازی اورانیوم ایران به خط قرمز نزدیک شده است. اسرائیل اجازه نخواهد داد حکومت ایران به سلاح هسته ای دست یابد.""

#چرک‌نویس 
#مهسا_امینی 
#IRGCterrorists https://t.co/tnnb5ewKTv",9008,272,17,21746,33.118,14,207,655,1,658,4,0.971,1
1.63E+18,غنی سازی,"۱)دلار به ۵۰ رسیدید هیچ اقتصاد دانی هیچ جای دنیا نفهمید #اقتصاد_مقاومتی چه کس شعریه.
۲)اگه سال ۸۴ با قلدری ،غنی سازی مخفیانه و بدون گزارش رو شروع نکرده بودید امروز مجبور نبودید به دست وپای امریکا بیفتید که همه رو تعلیق میکنید فقط تحریماش رو برداره.
#مهسا_امینی",600,625,0,9490,0.96,0,260,884,2,886,2,0.49,1
1.63E+18,غنی سازی,"گالانت وزیر دفاع اسرائیل🇮🇱:
غنی سازی اورانیوم ایران به خط قرمز نزدیک می شود اسرائیل اجازه نخواهد داد ایران به سلاح هسته ای دست یابد https://t.co/dG2a1amLgy",5271,3034,28,224790,1.737,5,155,1130,3,1132,0,0.635,1
1.63E+18,غنی سازی,#ایران توانایی فناوری غنی سازی اورانیوم با درجه تسلیحاتی را دارد.  خانم باربوک باید این را بداند.  آلمان و اتحادیه اروپا همچنان به توافقی پایبند هستند که رژیم تهران آن را حفر کرده و دیگر نمی خواهد. https://t.co/azx36WJj7n,89,242,0,1519,0.368,0,221,148,0,150,1,0.269,1
1.63E+18,غنی سازی,"گالانت وزیر دفاع #اسرائیل: غنی سازی اورانیوم ایران به خط قرمز نزدیک شده است. اسرائیل اجازه نخواهد داد حکومت ایران به سلاح هسته ای دست یابد.
#مهسا_‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌امینی",1984,3102,0,7650,0.64,2,172,140,0,142,2,0.39,1
1.63E+18,غنی سازی,"🔴گالانت وزیر دفاع #اسرائیل: غنی سازی اورانیوم ایران به خط قرمز نزدیک شده است. اسرائیل اجازه نخواهد داد حکومت ایران به سلاح هسته ای دست یابد.
#مهسا_‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌امینی",4658,607,11,16605,7.674,43,173,812,2,814,2,0.885,1
1.63E+18,غنی سازی,"کانال 12 عبری: غنی سازی اورانیوم ایران در سطح 90 درصد آخرین خط قرمز اسرائیل است.

وی افزود: اگر ایران از این خط قرمز عبور کند ، مجبوریم خط قرمز دیگری ترسیم کنیم 🤣🤣🤣🤣",8996,7859,4,30867,1.145,6,165,1413,3,1416,0,0.534,1
1.63E+18,غنی سازی,🔴اسرائیل:رژیم ایران به غنی سازی 90 درصدی نزدیک شده.,877,675,0,8945,1.299,0,51,226,0,228,0,0.565,1
1.63E+18,غنی سازی,"وقتی اولیانوف لب باز می‌کند یعنی کاسه پنهان شده در زیر نیم کاسه بیرون زده و نو تزار روس بد جوری آب به آسیاب دشمنان ایران زمین می‌ریزد .
#غنی_سازی",690,596,2,12731,1.158,0,145,1962,5,1964,1,0.537,1
1.63E+18,غنی سازی,"كيا يادشونه كه ما اورانيوم ٤.٥ درصد ميزديم؟

برجام به ج ا اجازه داد تا سقف ٢٠ درصد بزنن

برجام كه كنسل شد، شوي هسته ايي هم شروع شد كه اگه ايران بيشتر غني كنه، جنگ ميشه.
من خودم، اون شبي كه اخبار گفت، ٦٠ درصد غني سازي ميكنيم، حداقل ٦٠ درصد پشمام ريخت.
و اين بازي همچنان ادامه دارد https://t.co/JJR6d69NAC",1798,1993,0,1106,0.902,11,303,42,0,44,0,0.474,1
1.63E+18,غنی سازی,"حمله اسراییل اگر اتفاق بیفتد، به صورت ضربه ی محدود  به تاسیسات غنی سازی و کارگاههای مرتبط با آن خواهد بود و تاثیری در توازن قوای نیروهای  سیاسی در  داخل ایران نخواهد داشت.
حداکثر آن است که اگر حمله موفقی باشد، جناح اقتدارگرا در برابر جناح عملگرا در داخل نظام، تضعیف خواهد شد. https://t.co/ArB0kpZbGA",2093,2220,14,105542,0.943,1,299,3324,9,3326,0,0.485,1
1.63E+18,غنی سازی,"🔴وزیر خارجه رژیم صهیونسیتی: ایران به غنی سازی ۹۰٪ اورانیوم بسیار نزدیک است./اخبار جبهه مقاومت
@akhbarJM https://t.co/adBfR7almb",2307,28,15,12060,82.393,1,127,1009,2,1012,0,0.988,1
1.63E+18,غنی سازی,"🔴وزیر خارجه رژیم #صهیونسیتی: ایران به غنی سازی ۹۰٪ اورانیوم بسیار نزدیک است.

✍️نیم دقیقه نیم دقیقه مثل طوطی فقط این موضوع را تکرار میکنید 
از تلاویو چه خبر!😏😎🤨",6365,6777,6,20422,0.939,0,160,5104,13,5106,1,0.484,1
1.63E+18,غنی سازی,"از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته #ایران تکذیب کرد 😜 https://t.co/68g7lZTE2I",211,334,0,3610,0.632,0,117,661,1,664,1,0.387,1
1.63E+18,غنی سازی,"تیم دیپلیماسی روسیه‌:
غنی سازی ۸۴ درصدی در ایران نگران کننده است",1174,1824,1,24535,0.644,0,64,1220,3,1223,0,0.392,1
1.63E+18,غنی سازی,پوتین گفته غنی سازی ۸۴٪ تو ایران باعث نگرانی است.,727,739,1,18584,0.984,0,49,136,0,139,0,0.496,1
1.63E+18,غنی سازی,"از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته ایران تکذیب کرد 😜
#ایران_قوی 
#ایران_من 
#لبیک_یا_خامنه_ای https://t.co/3RCdSWpJa5",355,427,1,4379,0.831,0,157,2092,5,2095,3,0.454,1
1.63E+18,غنی سازی,"اینم نظر اولیانوف در مورد غنی سازی 84 درصدی ایران!
جای محمد علی جنت خواه خالی که میگفت اگر ایران بخواد بمب اتم بسازه اولین کسایی که جلوش رو میگیرن چین و روسیه هستند.
یادمون باشه دشمن شماره یک ایران، روسیه است.
#جنت_خواه
#روسیه
#بمب_اتم https://t.co/9jtCehmmmM",11,100,0,158,0.11,0,259,363,1,366,3,0.099,1
1.63E+18,غنی سازی,"آغاز تهدید به کشتار گروگانها 
جمهوری اعدامی امروز حکم اعدام #جمشید_شارمهد را صادر کرد
ازیک سو غنی سازی 84 درصدی و ازسوی دیگر اعدام گروگانهای دوتابعیتی دو اهرم فشار بر اروپائی که همواره از این مترسک خونخوار ترسیده 
حالا یاباید گزینه نظاامی را اعمال کند یاباز مماشات کند و عقبتر رود",1916,2372,2,13579,0.808,0,280,1635,4,1638,1,0.447,1
1.63E+18,غنی سازی,"ایران توانایی فناوری غنی سازی اورانیوم با درجه تسلیحاتی را دارد. خانم باربوک باید این را بداند. آلمان و اتحادیه اروپا همچنان به توافقی پایبند هستند که رژیم تهران آن را  دیگر نمی خواهد.
 #IRGCterrorists
#MEKterrorists 
#مهسا‌‌‌‌_امینی https://t.co/0JWVqfKFB6",1152,1289,0,12250,0.894,2,257,1135,3,1137,3,0.472,1
1.63E+18,غنی سازی,"یه طوری تو کارا مثل جنگ اوکراین دخالت کن و یا یه جوری تو دل غنی سازی برو که برای متوقف کردنت مجبور به دادن امتیاز بشوند

اگر امتیاز دادن که هیچ اگر نه تبدیل به یک بازیگر اصلی تو هر دو بحث بشو

طرف مقابل چیکار میکنه؟ تا آخرین برگه فشار اقتصادی رو وارد میکنه که کشور رو بحرانی بکنه",2826,33,19,5956,85.636,6,279,909,2,911,0,0.988,1
1.63E+18,غنی سازی,اثرات شایعه غنی سازی ۸۴ درصدی ایران 🤣🤣😂😂😂 https://t.co/eeUCujDm6a,772,840,0,1384,0.919,0,65,100,0,103,0,0.479,0
1.63E+18,غنی سازی,روسیه غنی سازی 85% را تائید کرد!! https://t.co/4DqpKGxWUL,218,655,0,5007,0.333,0,57,175,0,178,0,0.25,1
1.63E+18,غنی سازی,چرا کسی خبر غنی سازی هشتاددرصدی رو تحویل نگرفت؟ من همیشه حدس میزدم ج ا بعد از شکست برجام غنی سازی رو افزایش داده باشه. ظاهرا به قیمت جون ملت بمب رو ساختند. حالا بذار ببینیم کی در عملیات فریب میندازنش رو سر خودمون. مخبطهای جانی دست و پاچلفتی.,2872,865,15,40472,3.32,0,241,3439,9,3442,0,0.769,1
1.63E+18,غنی سازی,"علت بالا رفتن قیمت دلار:
نزدیکی ایران به غنی سازی ۸۶ درصد.
تنها راه حل کنترلش هم همین طرح جدید بانک مرکزیه.
طرحی ک ارزش روبل روسیه و بعد از شروع جنگ برگردوند به حالت اول",383,390,0,1396,0.982,0,169,203,0,206,0,0.495,1
1.63E+18,غنی سازی,"از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته ایران تکذیب کرد 😜
@BisimchiMedia https://t.co/Ow85RhW0EG",109,157,0,14295,0.694,0,131,408,1,411,0,0.41,1
1.63E+18,غنی سازی,"از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته ایران تکذیب کرد 😜
@BisimchiMedia https://t.co/3odcF5IFkP",109,157,0,14295,0.694,0,131,408,1,411,0,0.41,1
1.63E+18,غنی سازی,"از معجزات خبر غنی سازی 84% ایران که خبرش دیروز منتشر شد :))))))))))

البته ایران تکذیب کرد 😜 https://t.co/hnGgluNJ3g",1290,5002,0,6276,0.258,0,116,396,1,399,0,0.205,1
1.63E+18,غنی سازی,"یدقیقه بیخیال زبان مادریتون بشید 
۱-سرمایه های کشور دارن میفروشن(مولد سازی )
۲-اورانیوم غنی سازی شده ۸۴٪(احتمال حمله خارجی)
نتیجه هر دو از بین رفتن سرمایه و زیرساخت های کشور 
وقتی ایران نباشه شما باز هم اصرار دارید در مورد این مسائل هرروز بحث کنید؟!!
#مهسا_امینی",3117,165,1,5203,18.891,5,262,140,0,143,1,0.95,1
